profile,food_name,meal_name,positive_occurrences,distinct_source_diets,minimum_positive_g,maximum_positive_g,p05_positive_g,p95_positive_g,robust_percentile_sensitivity_available,support_strength,is_serving_recommendation
vegetariana,"Coco, água",Ceia,8,8,200.0,250.0,,,False,observed_support,False
vegetariana,"Coco, água",Lanche da Manhã,6,6,250.0,250.0,,,False,observed_support,False
vegetariana,"Couve, crua",Almoço,7,7,50.0,50.0,,,False,observed_support,False
vegetariana,"Couve, crua",Jantar,1,1,50.0,50.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Couve, manteiga, refogada (c/ óleo, cebola e alho), c/ sal",Almoço,28,28,50.0,100.0,80.0,100.0,True,observed_support,False
vegetariana,"Couve, manteiga, refogada (c/ óleo, cebola e alho), c/ sal",Jantar,11,11,50.0,100.0,,,False,observed_support,False
vegetariana,"Couve-flor, cozida, drenada, s/ óleo, c/ sal",Almoço,10,10,80.0,100.0,,,False,observed_support,False
vegetariana,"Couve-flor, cozida, drenada, s/ óleo, c/ sal",Jantar,9,9,80.0,100.0,,,False,observed_support,False
vegetariana,Cream cheese (média de diferentes sabores),Café da Manhã,7,7,30.0,40.0,,,False,observed_support,False
vegetariana,Cream cheese (média de diferentes sabores),Lanche da Tarde,28,28,20.0,40.0,23.5,30.0,True,observed_support,False
vegetariana,"Cuscuz de milho, cozido, c/ sal",Almoço,14,14,100.0,200.0,,,False,observed_support,False
vegetariana,"Cuscuz de milho, cozido, c/ sal",Café da Manhã,44,44,100.0,100.0,100.0,100.0,True,observed_support,False
vegetariana,"Ervilha, em vagem, fresca, cozida, drenada, s/ óleo, c/ sal",Jantar,9,9,50.0,100.0,,,False,observed_support,False
vegetariana,"Ervilha, enlatada, drenada",Almoço,4,4,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Ervilha, grão, seca, partida, cozida, drenada, s/ óleo, c/ sal",Almoço,25,25,100.0,150.0,100.0,150.0,True,observed_support,False
vegetariana,"Ervilha, grão, seca, partida, cozida, drenada, s/ óleo, c/ sal",Jantar,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Espinafre, folha, cozida, drenado, s/ óleo, c/ sal",Jantar,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Espinafre, folha, cru",Almoço,1,1,50.0,50.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Espinafre, folha, refogada (c/ óleo, cebola e alho), c/ sal",Almoço,23,23,80.0,100.0,80.0,100.0,True,observed_support,False
vegetariana,"Espinafre, folha, refogada (c/ óleo, cebola e alho), c/ sal",Jantar,10,10,50.0,100.0,,,False,observed_support,False
vegetariana,"Feijão, carioca, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, c/ sal",Almoço,60,50,100.0,150.0,100.0,100.0,True,observed_support,False
vegetariana,"Feijão, carioca, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, c/ sal",Jantar,3,3,100.0,120.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Feijão, fradinho, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, c/ sal",Almoço,39,39,100.0,150.0,100.0,150.0,True,observed_support,False
vegetariana,"Feijão, fradinho, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, c/ sal",Jantar,5,5,80.0,120.0,,,False,observed_support,False
vegetariana,"Feijão, guandu, grão, seco, cozido (50% grão e 50% caldo), s/ óleo, cebola e alho, c/ sal",Almoço,26,26,100.0,150.0,100.0,150.0,True,observed_support,False
vegetariana,"Feijão, guandu, grão, seco, cozido (50% grão e 50% caldo), s/ óleo, cebola e alho, c/ sal",Jantar,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Geleia, s/ açúcar (média de diferentes sabores)",Lanche da Tarde,1,1,20.0,20.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Goiaba, inteira, in natura",Café da Manhã,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Goiaba, inteira, in natura",Lanche da Tarde,13,13,100.0,100.0,,,False,observed_support,False
vegetariana,"Grão de bico, cozido, dreando, s/ óleo, c/ sal",Almoço,35,35,100.0,180.0,114.0,150.0,True,observed_support,False
vegetariana,"Grão de bico, cozido, dreando, s/ óleo, c/ sal",Jantar,12,12,120.0,120.0,,,False,observed_support,False
vegetariana,"Iogurte, frutas, diet",Café da Manhã,1,1,170.0,170.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Iogurte, frutas, diet",Ceia,1,1,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Iogurte, frutas, diet",Lanche da Manhã,8,8,150.0,150.0,,,False,observed_support,False
vegetariana,"Iogurte, frutas, diet",Lanche da Tarde,5,5,150.0,150.0,,,False,observed_support,False
vegetariana,"Iogurte, integral (média de diferentes sabores)",Ceia,3,3,170.0,170.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Iogurte, integral (média de diferentes sabores)",Lanche da Tarde,12,12,170.0,170.0,,,False,observed_support,False
vegetariana,"Iogurte, natural",Ceia,3,3,150.0,170.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Iogurte, natural",Lanche da Manhã,26,17,170.0,170.0,170.0,170.0,True,observed_support,False
vegetariana,"Iogurte, natural",Lanche da Tarde,27,26,170.0,170.0,170.0,170.0,True,observed_support,False
vegetariana,"Iogurte, natural, desnatado",Ceia,19,17,170.0,170.0,,,False,observed_support,False
vegetariana,"Iogurte, natural, desnatado",Lanche da Manhã,62,39,170.0,170.0,170.0,170.0,True,observed_support,False
vegetariana,"Iogurte, natural, desnatado",Lanche da Tarde,37,27,170.0,170.0,170.0,170.0,True,observed_support,False
vegetariana,"Kiwi, in natura",Café da Manhã,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Kiwi, in natura",Lanche da Tarde,2,2,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Lasanha, queijos, c/ molho branco, c/ sal, caseira",Jantar,1,1,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Lasanha, vegetais, caseira",Jantar,17,17,200.0,250.0,,,False,observed_support,False
vegetariana,"Leite, vaca, c/ chocolate",Café da Manhã,1,1,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Leite, vaca, c/ chocolate",Lanche da Tarde,2,2,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Leite, vaca, desnatado, fluído (média de diferentes amostras)",Café da Manhã,7,7,200.0,200.0,,,False,observed_support,False
vegetariana,"Leite, vaca, desnatado, fluído (média de diferentes amostras)",Ceia,98,50,200.0,250.0,200.0,200.0,True,observed_support,False
vegetariana,"Leite, vaca, desnatado, fluído (média de diferentes amostras)",Lanche da Tarde,7,7,200.0,200.0,,,False,observed_support,False
vegetariana,"Leite, vaca, integral, em pó",Ceia,3,3,26.0,30.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Leite, vaca, integral, fluído",Café da Manhã,11,11,200.0,200.0,,,False,observed_support,False
vegetariana,"Leite, vaca, integral, fluído",Ceia,28,22,200.0,200.0,200.0,200.0,True,observed_support,False
vegetariana,"Leite, vaca, integral, fluído",Lanche da Tarde,3,3,200.0,250.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Leite, vaca, semidesnatado, UHT",Café da Manhã,1,1,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Leite, vaca, semidesnatado, UHT",Ceia,12,12,200.0,200.0,,,False,observed_support,False
vegetariana,"Lentilha, cozida, drenada, c/ óleo, cebola e alho, c/ sal",Almoço,53,49,100.0,200.0,112.0,180.0,True,observed_support,False
vegetariana,"Lentilha, cozida, drenada, c/ óleo, cebola e alho, c/ sal",Jantar,10,10,100.0,150.0,,,False,observed_support,False
vegetariana,"Linhaça, semente",Ceia,4,4,10.0,15.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Linhaça, semente",Lanche da Manhã,19,19,10.0,15.0,,,False,observed_support,False
vegetariana,"Linhaça, semente",Lanche da Tarde,3,3,10.0,15.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Macarrão, trigo, c/ ovos, c/ alho e óleo, c/ sal",Almoço,6,6,150.0,150.0,,,False,observed_support,False
vegetariana,"Macarrão, trigo, c/ ovos, c/ alho e óleo, c/ sal",Jantar,5,5,150.0,150.0,,,False,observed_support,False
vegetariana,"Macarrão, trigo, c/ ovos, c/ molho branco (leite, manteiga e farinha de trigo), c/ sal",Almoço,9,9,150.0,150.0,,,False,observed_support,False
vegetariana,"Macarrão, trigo, c/ vegetais, c/ sal",Almoço,5,5,200.0,250.0,,,False,observed_support,False
vegetariana,"Macarrão, trigo, c/ vegetais, c/ sal",Jantar,6,6,200.0,200.0,,,False,observed_support,False
vegetariana,"Macarrão, trigo, cozido, drenado, s/ óleo, c/ sal",Almoço,4,4,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Macarrão, trigo, cozido, drenado, s/ óleo, c/ sal",Jantar,3,3,100.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Macarrão, trigo, integral, cozido, drenado, s/ óleo, c/ sal",Almoço,5,5,120.0,150.0,,,False,observed_support,False
vegetariana,"Macarrão, trigo, integral, cozido, drenado, s/ óleo, c/ sal",Jantar,51,46,100.0,150.0,100.0,150.0,True,observed_support,False
vegetariana,"Mamão, Papaia, polpa, in natura",Café da Manhã,10,10,150.0,150.0,,,False,observed_support,False
vegetariana,"Mamão, Papaia, polpa, in natura",Lanche da Manhã,37,37,120.0,200.0,150.0,160.0,True,observed_support,False
vegetariana,"Mamão, Papaia, polpa, in natura",Lanche da Tarde,6,6,150.0,150.0,,,False,observed_support,False
vegetariana,"Mamão, polpa, in natura",Café da Manhã,2,2,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Mamão, polpa, in natura",Lanche da Manhã,9,9,100.0,150.0,,,False,observed_support,False
vegetariana,"Mandioca (aipim, macaxeira), s/ casca, cozida, drenada, s/ óleo, c/ sal",Almoço,5,5,120.0,150.0,,,False,observed_support,False
vegetariana,"Mandioca (aipim, macaxeira), s/ casca, cozida, drenada, s/ óleo, c/ sal",Café da Manhã,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Mandioca (aipim, macaxeira), s/ casca, cozida, drenada, s/ óleo, c/ sal",Jantar,9,9,120.0,120.0,,,False,observed_support,False
vegetariana,"Manga, polpa, in natura",Lanche da Manhã,1,1,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Manteiga, c/ sal",Café da Manhã,12,12,10.0,10.0,,,False,observed_support,False
vegetariana,"Manteiga, c/ sal",Lanche da Tarde,2,2,10.0,10.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Maçã, c/ casca, in natura",Ceia,7,7,130.0,130.0,,,False,observed_support,False
vegetariana,"Maçã, c/ casca, in natura",Lanche da Manhã,8,8,120.0,150.0,,,False,observed_support,False
vegetariana,"Maçã, c/ casca, in natura",Lanche da Tarde,41,40,120.0,150.0,130.0,130.0,True,observed_support,False
vegetariana,"Melancia, polpa, in natura",Lanche da Manhã,1,1,300.0,300.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Melão, polpa, in natura",Café da Manhã,7,7,150.0,200.0,,,False,observed_support,False
vegetariana,"Melão, polpa, in natura",Ceia,1,1,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Melão, polpa, in natura",Lanche da Manhã,33,32,200.0,250.0,200.0,200.0,True,observed_support,False
vegetariana,"Melão, polpa, in natura",Lanche da Tarde,8,8,150.0,200.0,,,False,observed_support,False
vegetariana,"Milho, polenta/fubá, cozido, c/ sal",Almoço,1,1,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Mingau, de amido de milho (maisena)",Café da Manhã,9,9,200.0,250.0,,,False,observed_support,False
vegetariana,"Mingau, farinha de cereais, c/ leite integral",Café da Manhã,1,1,250.0,250.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Morango, in natura",Café da Manhã,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Morango, in natura",Ceia,1,1,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Morango, in natura",Lanche da Manhã,3,3,100.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Morango, in natura",Lanche da Tarde,8,8,100.0,100.0,,,False,observed_support,False
vegetariana,"Mostarda, folha, refogada (c/ óleo, cebola e alho), c/ sal",Jantar,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Nhoque (batata, ovo, farinha de trigo), cozido, s/ molho, c/ sal",Almoço,1,1,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Nhoque (batata, ovo, farinha de trigo), cozido, s/ molho, c/ sal",Jantar,20,20,150.0,200.0,178.5,200.0,True,observed_support,False
vegetariana,"Noz, crua",Ceia,22,22,15.0,20.0,15.0,20.0,True,observed_support,False
vegetariana,"Noz, crua",Lanche da Manhã,7,7,15.0,20.0,,,False,observed_support,False
vegetariana,"Noz, crua",Lanche da Tarde,1,1,15.0,15.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Omelete, c/ ovo de galinha, c/ queijo muçarela, c/ sal",Almoço,8,8,120.0,120.0,,,False,observed_support,False
vegetariana,"Omelete, c/ ovo de galinha, c/ queijo muçarela, c/ sal",Café da Manhã,3,3,100.0,150.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Omelete, c/ ovo de galinha, c/ queijo muçarela, c/ sal",Jantar,7,7,120.0,130.0,,,False,observed_support,False
vegetariana,"Omelete, frios, c/ sal",Almoço,8,8,100.0,150.0,,,False,observed_support,False
vegetariana,"Omelete, frios, c/ sal",Jantar,1,1,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Omelete, frios, c/ sal",Lanche da Tarde,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Omelete, vegetais, c/ sal",Almoço,39,29,120.0,169.0,120.0,150.0,True,observed_support,False
vegetariana,"Omelete, vegetais, c/ sal",Jantar,22,22,120.0,150.0,121.5,150.0,True,observed_support,False
vegetariana,"Ovo, galinha, inteiro, cozido, c/ sal",Almoço,28,27,100.0,100.0,100.0,100.0,True,observed_support,False
vegetariana,"Ovo, galinha, inteiro, cozido, c/ sal",Café da Manhã,37,30,50.0,100.0,50.0,100.0,True,observed_support,False
vegetariana,"Ovo, galinha, inteiro, cozido, c/ sal",Jantar,30,22,50.0,100.0,50.0,100.0,True,observed_support,False
vegetariana,"Ovo, galinha, inteiro, frito (c/ óleo de soja), c/ sal",Almoço,13,13,50.0,100.0,,,False,observed_support,False
vegetariana,"Ovo, galinha, inteiro, frito (c/ óleo de soja), c/ sal",Café da Manhã,9,9,50.0,100.0,,,False,observed_support,False
vegetariana,"Ovo, galinha, inteiro, frito (c/ óleo de soja), c/ sal",Jantar,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Ovo, galinha, mexido, c/ margarina, c/ sal",Café da Manhã,56,48,50.0,100.0,50.0,100.0,True,observed_support,False
vegetariana,"Ovo, galinha, mexido, c/ margarina, c/ sal",Jantar,9,9,100.0,100.0,,,False,observed_support,False
vegetariana,"Palmito, conversa, drenado (média de variedades - Pupunha e Juçara)",Jantar,1,1,50.0,50.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Pepino, c/ casca, cru",Almoço,27,27,50.0,100.0,50.0,100.0,True,observed_support,False
vegetariana,"Pepino, c/ casca, cru",Jantar,13,13,50.0,100.0,,,False,observed_support,False
vegetariana,"Pequi, polpa, maduro, cru",Lanche da Manhã,1,1,50.0,50.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Pera, in natura",Café da Manhã,5,5,130.0,130.0,,,False,observed_support,False
vegetariana,"Pera, in natura",Ceia,4,4,130.0,150.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Pera, in natura",Lanche da Manhã,20,19,130.0,150.0,130.0,150.0,True,observed_support,False
vegetariana,"Pera, in natura",Lanche da Tarde,21,21,100.0,130.0,120.0,130.0,True,observed_support,False
vegetariana,"Pinhão, cozido, s/ sal",Ceia,3,3,30.0,50.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Pinhão, cozido, s/ sal",Lanche da Manhã,1,1,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Pistache, cru, s/ sal",Ceia,9,9,15.0,20.0,,,False,observed_support,False
vegetariana,"Pizza, Marguerita, caseira",Jantar,1,1,180.0,180.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Pizza, muçarela, caseira",Jantar,18,18,150.0,200.0,,,False,observed_support,False
vegetariana,"Pizza, vegetariana, caseira",Jantar,4,4,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,Pudim de leite,Lanche da Tarde,1,1,120.0,120.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Pão francês, trigo, branco, de padaria (médias de diferentes amostras)",Café da Manhã,68,50,50.0,80.0,50.0,50.0,True,observed_support,False
vegetariana,"Pão francês, trigo, branco, de padaria (médias de diferentes amostras)",Lanche da Tarde,14,14,50.0,50.0,,,False,observed_support,False
vegetariana,"Pão, de queijo, industrializado, assado",Café da Manhã,3,3,60.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Pão, de queijo, industrializado, assado",Lanche da Tarde,13,13,60.0,80.0,,,False,observed_support,False
vegetariana,"Pão, milho, forma",Café da Manhã,7,7,60.0,60.0,,,False,observed_support,False
vegetariana,"Pão, sírio, branco",Café da Manhã,13,13,50.0,60.0,,,False,observed_support,False
vegetariana,"Pão, sírio, branco",Lanche da Tarde,14,14,40.0,50.0,,,False,observed_support,False
vegetariana,"Pão, trigo, ciabatta",Café da Manhã,1,1,80.0,80.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Pão, trigo, integral, forma (média de diferentes marcas)",Café da Manhã,49,45,50.0,80.0,50.0,50.0,True,observed_support,False
vegetariana,"Pão, trigo, integral, forma (média de diferentes marcas)",Lanche da Tarde,25,24,50.0,50.0,50.0,50.0,True,observed_support,False
vegetariana,"Pão, trigo, leite, industrializado (média de diferentes marcas)",Café da Manhã,4,4,60.0,60.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Pão, trigo, leite, industrializado (média de diferentes marcas)",Lanche da Tarde,13,13,50.0,50.0,,,False,observed_support,False
vegetariana,"Pêssego, in natura",Ceia,1,1,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Queijo, coalho",Almoço,9,9,50.0,60.0,,,False,observed_support,False
vegetariana,"Queijo, coalho",Café da Manhã,22,22,30.0,50.0,30.5,50.0,True,observed_support,False
vegetariana,"Queijo, minas, frescal, light",Café da Manhã,48,47,30.0,60.0,30.0,60.0,True,observed_support,False
vegetariana,"Queijo, minas, frescal, light",Ceia,7,7,60.0,60.0,,,False,observed_support,False
vegetariana,"Queijo, minas, frescal, light",Jantar,1,1,40.0,40.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Queijo, minas, frescal, light",Lanche da Manhã,8,8,40.0,40.0,,,False,observed_support,False
vegetariana,"Queijo, minas, frescal, light",Lanche da Tarde,2,2,40.0,60.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Queijo, minas, padrão (média de diferentes amostras)",Almoço,1,1,50.0,50.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Queijo, minas, padrão (média de diferentes amostras)",Café da Manhã,6,6,30.0,50.0,,,False,observed_support,False
vegetariana,"Queijo, minas, padrão (média de diferentes amostras)",Lanche da Tarde,11,11,30.0,40.0,,,False,observed_support,False
vegetariana,"Queijo, muçarela (média de diferentes amostras)",Café da Manhã,2,2,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Queijo, muçarela, light",Café da Manhã,27,27,30.0,40.0,30.0,40.0,True,observed_support,False
vegetariana,"Queijo, muçarela, light",Ceia,1,1,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Queijo, muçarela, light",Lanche da Tarde,17,17,30.0,40.0,,,False,observed_support,False
vegetariana,"Queijo, parmesão, ralado",Jantar,30,29,10.0,20.0,10.0,20.0,True,observed_support,False
vegetariana,"Queijo, pasteurizado",Lanche da Tarde,1,1,40.0,40.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Queijo, pasteurizado (média de diferentes amostras)",Café da Manhã,7,7,40.0,40.0,,,False,observed_support,False
vegetariana,"Queijo, pasteurizado (média de diferentes amostras)",Lanche da Tarde,2,2,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Queijo, prato",Lanche da Tarde,8,8,30.0,30.0,,,False,observed_support,False
vegetariana,"Queijo, requeijão (média de diferentes amostras)",Café da Manhã,9,9,30.0,30.0,,,False,observed_support,False
vegetariana,"Queijo, requeijão (média de diferentes amostras)",Lanche da Tarde,13,13,30.0,40.0,,,False,observed_support,False
vegetariana,"Queijo, requeijão, zero % gordura",Lanche da Tarde,1,1,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Queijo, ricota",Almoço,8,8,50.0,80.0,,,False,observed_support,False
vegetariana,"Queijo, ricota",Café da Manhã,4,4,60.0,60.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Queijo, ricota",Ceia,8,8,30.0,60.0,,,False,observed_support,False
vegetariana,"Queijo, ricota",Jantar,2,2,50.0,50.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Queijo, ricota",Lanche da Manhã,2,2,50.0,50.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Queijo, ricota",Lanche da Tarde,5,5,30.0,60.0,,,False,observed_support,False
vegetariana,"Queijo, ricota, light",Café da Manhã,3,3,60.0,60.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Queijo, ricota, light",Ceia,1,1,60.0,60.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Queijo, ricota, light",Lanche da Manhã,7,7,50.0,60.0,,,False,observed_support,False
vegetariana,"Queijo, ricota, light",Lanche da Tarde,2,2,50.0,60.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Quinoa, grão, cozida, s/ óleo, s/ sal",Almoço,27,27,100.0,200.0,100.0,150.0,True,observed_support,False
vegetariana,"Quinoa, grão, cozida, s/ óleo, s/ sal",Jantar,2,2,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Rabanete, c/ casca, cru",Almoço,2,2,30.0,50.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Repolho, branco, refogado (c/ óleo, cebola e alho), c/ sal",Almoço,11,11,80.0,120.0,,,False,observed_support,False
vegetariana,"Repolho, cru",Almoço,8,8,50.0,100.0,,,False,observed_support,False
vegetariana,"Repolho, cru",Jantar,6,6,50.0,100.0,,,False,observed_support,False
vegetariana,"Repolho, roxo, cru",Almoço,1,1,50.0,50.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Risoto de cogumelos, c/ arroz polido, c/ sal",Almoço,7,7,250.0,250.0,,,False,observed_support,False
vegetariana,"Risoto de legumes, c/ arroz polido, c/ sal",Jantar,15,15,200.0,250.0,,,False,observed_support,False
vegetariana,"Rúcula, crua",Jantar,1,1,50.0,50.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Salada de frutas, c/ açúcar",Lanche da Manhã,26,26,150.0,200.0,150.0,200.0,True,observed_support,False
vegetariana,"Salada de frutas, c/ açúcar",Lanche da Tarde,9,9,150.0,200.0,,,False,observed_support,False
vegetariana,"Salada de legumes, cozidos no vapor",Almoço,4,4,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Salada de legumes, cozidos no vapor",Jantar,8,8,100.0,150.0,,,False,observed_support,False
vegetariana,"Salada, alface crespa, c/ óleo de soja, c/ sal",Almoço,2,2,50.0,50.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Salada, alface crespa, c/ óleo de soja, c/ sal",Jantar,8,8,50.0,100.0,,,False,observed_support,False
vegetariana,"Salada, beterraba cozida, c/ óleo de soja, c/ sal",Almoço,6,6,50.0,80.0,,,False,observed_support,False
vegetariana,"Salada, brócolis, cozido, c/ óleo de soja, c/ sal",Almoço,3,3,80.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Salada, brócolis, cozido, c/ óleo de soja, c/ sal",Jantar,3,3,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Salada, couve-flor, cozida, c/ óleo de soja, c/ sal",Jantar,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Salada, folhas e vegetais, c/ óleo de soja e c/ sal",Jantar,18,18,100.0,100.0,,,False,observed_support,False
vegetariana,"Salada, folhas, c/ óleo de soja, c/ sal",Almoço,2,2,80.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Salada, folhas, c/ óleo de soja, c/ sal",Jantar,3,3,50.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Salada, legumes cozidos, c/ óleo de soja, c/ sal",Almoço,8,8,100.0,100.0,,,False,observed_support,False
vegetariana,"Salada, palmito, c/ óleo de soja, c/ sal",Jantar,5,5,50.0,50.0,,,False,observed_support,False
vegetariana,"Salada, pepino, c/ óleo de soja, c/ sal",Almoço,8,8,50.0,100.0,,,False,observed_support,False
vegetariana,"Salada, repolho, branco, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",Almoço,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Salada, repolho, branco, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",Jantar,10,10,100.0,100.0,,,False,observed_support,False
vegetariana,"Salada, tomate, c/ óleo de soja, c/ sal",Almoço,9,9,50.0,100.0,,,False,observed_support,False
vegetariana,"Salada, tomate, c/ óleo de soja, c/ sal",Jantar,9,9,100.0,100.0,,,False,observed_support,False
vegetariana,"Salada, vegetais crus, s/ óleo, s/ sal",Jantar,2,2,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Semente de abóbora, inteira, torrada, s/ óleo, s/ sal",Ceia,9,9,10.0,20.0,,,False,observed_support,False
vegetariana,"Semente de abóbora, inteira, torrada, s/ óleo, s/ sal",Lanche da Manhã,4,4,15.0,20.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Semente de abóbora, inteira, torrada, s/ óleo, s/ sal",Lanche da Tarde,2,2,15.0,20.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Semente de girassol, torrada, s/ óleo, s/ sal",Ceia,1,1,20.0,20.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Semente de girassol, torrada, s/ óleo, s/ sal",Lanche da Manhã,25,25,10.0,20.0,15.0,20.0,True,observed_support,False
vegetariana,"Semente de girassol, torrada, s/ óleo, s/ sal",Lanche da Tarde,5,5,15.0,20.0,,,False,observed_support,False
vegetariana,"Soja, grão, cozido, drenado, c/ sal",Almoço,2,2,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Soja, grão, cozido, drenado, c/ sal",Jantar,8,8,100.0,100.0,,,False,observed_support,False
vegetariana,"Soja, proteína, texturizada, hidratada (c/ caldo de legumes), refogada, c/ óleo, cebola e alho, c/ sal",Almoço,19,18,100.0,150.0,,,False,observed_support,False
vegetariana,"Soja, proteína, texturizada, hidratada (c/ caldo de legumes), refogada, c/ óleo, cebola e alho, c/ sal",Jantar,45,39,80.0,150.0,100.0,150.0,True,observed_support,False
vegetariana,"Soja, tofu",Almoço,23,23,80.0,150.0,100.0,120.0,True,observed_support,False
vegetariana,"Soja, tofu",Jantar,14,14,100.0,100.0,,,False,observed_support,False
vegetariana,"Sopa, abóbora, cabotian (japonesa), c/ sal",Jantar,4,4,300.0,300.0,,,False,weak_lt_5_occurrences,False
