food_original,mapping_kind,mapped_tbca_name,tbca_code,tbca_record_name,tbca_record_exists,carbon_gco2e_per_100g,water_l_per_100g,ecological_points_per_100g,environmental_mapping_exists,occurrence_count,profiles,used_names_sharing_target,all_map_names_sharing_target,ambiguity_flags,selection_provenance
"Peixe, água doce, filé, refogado (c/ óleo, cebola e alho), c/ sal (média de 7 espécies)",identity,"Peixe, água doce, filé, refogado (c/ óleo, cebola e alho), c/ sal (média de 7 espécies)",BRC0111E,"Peixe, água doce, filé, refogado (c/ óleo, cebola e alho), c/ sal (média de 7 espécies)",True,457.0,10.0,36.9,True,1,regular,1,1,none,identity_match
"Peixe, água salgada, atum, assado/grelhado, s/ óleo, c/ sal",identity,"Peixe, água salgada, atum, assado/grelhado, s/ óleo, c/ sal",BRC0130E,"Peixe, água salgada, atum, assado/grelhado, s/ óleo, c/ sal",True,613.0,0.0,22.7,True,16,regular,1,1,none,identity_match
"Peixe, água salgada, atum, sólido, conserva, light",non_identity_unreviewed,"Peixe, água salgada, atum, sólido, conserva, light, Brasil",BRC0053N,"Peixe, água salgada, atum, sólido, conserva, light, Brasil",True,655.0,63.0,5.2,True,2,regular,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Peixe, água salgada, filé/ posta, assado/grelhado, s/ óleo, c/ sal (média de várias espécies)",identity,"Peixe, água salgada, filé/ posta, assado/grelhado, s/ óleo, c/ sal (média de várias espécies)",BRC0215E,"Peixe, água salgada, filé/ posta, assado/grelhado, s/ óleo, c/ sal (média de várias espécies)",True,618.0,0.0,31.6,True,24,regular,1,1,none,identity_match
"Peixe, água salgada, sardinha, filé, conserva, em óleo",non_identity_unreviewed,"Peixe, água salgada, sardinha, filé, conserva, em óleo, Brasil",BRC0073E,"Peixe, água salgada, sardinha, filé, conserva, em óleo, Brasil",True,655.0,63.0,5.2,True,2,regular,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pepino, c/ casca, cru",non_identity_unreviewed,"Pepino, c/ casca, cru, Brasil",BRC0030B,"Pepino, c/ casca, cru, Brasil",True,43.0,106.0,0.4,True,84,regular|vegan|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pequi, polpa, maduro, cru",non_identity_unreviewed,"Pequi, polpa, cozido, s/ óleo, c/ sal",BRC0930B,"Pequi, polpa, cozido, s/ óleo, c/ sal",True,67.0,446.0,0.5,True,1,vegetarian,1,2,many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pera, in natura",non_identity_unreviewed,"Pitaia,in natura",BRC0225C,"Pitaia,in natura",True,14.0,129.0,0.2,True,147,regular|vegan|vegetarian,5,10,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pimentão, cru",non_identity_unreviewed,"Pimentão, verde, cru, Brasil",BRC0037B,"Pimentão, verde, cru, Brasil",True,40.0,96.0,0.2,True,1,regular,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pimentão, refogado, c/ sal",non_identity_unreviewed,"Legumes refogados, c/ sal",BRC0719B,"Legumes refogados, c/ sal",True,55.0,103.0,0.2,True,10,vegan,1,2,many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pinhão, cozido, s/ sal",non_identity_unreviewed,"Pinhão, cozido, s/ sal, Brasil",BRC0007U,"Pinhão, cozido, s/ sal, Brasil",True,405.0,1912.0,3.4,True,22,vegan|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pistache, cru, s/ sal",non_identity_unreviewed,"Pistache, cru, s/ sal (dado importado)",BRC0015U,"Pistache, cru, s/ sal (dado importado)",True,580.0,1642.0,2.9,True,29,vegan|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pizza, Marguerita, caseira",identity,"Pizza, Marguerita, caseira",BRC0685A,"Pizza, Marguerita, caseira",True,448.0,196.0,1.1,True,1,vegetarian,2,2,many_used_names_to_one_target|many_map_names_to_one_target,identity_match
"Pizza, muçarela, caseira",non_identity_unreviewed,"Pizza, Marguerita, caseira",BRC0685A,"Pizza, Marguerita, caseira",True,558.0,281.0,1.5,True,26,regular|vegetarian,2,2,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pizza, vegetariana, caseira",identity,"Pizza, vegetariana, caseira",BRC0687A,"Pizza, vegetariana, caseira",True,364.0,139.0,0.6,True,4,vegetarian,1,1,none,identity_match
"Presunto, porco, cozido, s/ capa de gordura",non_identity_unreviewed,"Presunto, porco, cozido, s/ capa de gordura, Brasil",BRC0248F,"Presunto, porco, cozido, s/ capa de gordura, Brasil",True,1450.0,874.0,5.2,True,8,regular,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
Pudim de leite,non_identity_unreviewed,"Pudim de leite, Brasil",BRC0227K,"Pudim de leite, Brasil",True,244.0,186.0,0.9,True,1,vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pão de alho, assado",identity,"Pão de alho, assado",BRC0830A,"Pão de alho, assado",True,162.0,212.0,1.2,True,2,regular,1,1,none,identity_match
"Pão francês, trigo, branco, de padaria (médias de diferentes amostras)",non_identity_unreviewed,"Queijo, prato, Brasil (média de diferentes amostras)",BRC0064G,"Queijo, prato, Brasil (média de diferentes amostras)",True,55.0,187.0,0.5,True,238,regular|vegan|vegetarian,2,2,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pão, de queijo, industrializado, assado",non_identity_unreviewed,"Pão, de queijo, industrializado, assado, Brasil",BRC0123B,"Pão, de queijo, industrializado, assado, Brasil",True,55.0,187.0,0.5,True,29,regular|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pão, milho, forma",identity,"Pão, milho, forma",BRC0146A,"Pão, milho, forma",True,126.0,105.0,0.7,True,15,regular|vegetarian,1,1,none,identity_match
"Pão, sírio, branco",non_identity_unreviewed,"Pão, trigo, integral",BRC0149A,"Pão, trigo, integral",True,126.0,105.0,0.7,True,99,regular|vegan|vegetarian,3,5,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pão, trigo, branco, hamburguer/hot dog/leite, de padaria (média de diferentes tipos)",non_identity_unreviewed,"Pão, c/ farinha de trigo refinada, de padaria, hamburguer/hot dog/leite, Brasil (média de diferentes tipos)",BRC0004A,"Pão, c/ farinha de trigo refinada, de padaria, hamburguer/hot dog/leite, Brasil (média de diferentes tipos)",True,126.0,105.0,0.7,True,1,regular,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pão, trigo, ciabatta",non_identity_unreviewed,"Pão, trigo, integral",BRC0149A,"Pão, trigo, integral",True,55.0,187.0,0.5,True,1,vegetarian,3,5,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pão, trigo, integral, caseiro",non_identity_unreviewed,"Pão, trigo, integral",BRC0149A,"Pão, trigo, integral",True,126.0,105.0,0.7,True,15,regular|vegan,3,5,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pão, trigo, integral, forma (média de diferentes marcas)",non_identity_unreviewed,"Trigo, farinha integral, crua , Brasil (média de diferentes amostras)",BRC0132A,"Trigo, farinha integral, crua , Brasil (média de diferentes amostras)",True,126.0,105.0,0.7,True,184,regular|vegan|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pão, trigo, leite, industrializado (média de diferentes marcas)",non_identity_unreviewed,"Bolo, industrializado (média de diferentes sabores), Brasil",BRC0069A,"Bolo, industrializado (média de diferentes sabores), Brasil",True,126.0,105.0,0.7,True,17,vegetarian,1,4,many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Pêssego, in natura",non_identity_unreviewed,"Pêssego,in natura, Brasil",BRC0031C,"Pêssego,in natura, Brasil",True,43.0,156.0,0.7,True,1,vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Queijo, coalho",non_identity_unreviewed,"Queijo, coalho, Brasil",BRC0048G,"Queijo, coalho, Brasil",True,876.0,592.0,4.1,True,62,regular|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Queijo, minas, frescal, light",non_identity_unreviewed,"Queijo, minas, frescal, light, Brasil",BRC0037N,"Queijo, minas, frescal, light, Brasil",True,835.0,375.0,5.4,True,139,regular|vegetarian,2,2,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Queijo, minas, padrão (média de diferentes amostras)",non_identity_unreviewed,"Queijo, minas, padrão (média de diferentes amostras), Brasil",BRC0056G,"Queijo, minas, padrão (média de diferentes amostras), Brasil",True,835.0,375.0,5.4,True,31,regular|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Queijo, muçarela (média de diferentes amostras)",non_identity_unreviewed,"Queijo, prato, Brasil (média de diferentes amostras)",BRC0064G,"Queijo, prato, Brasil (média de diferentes amostras)",True,923.0,712.0,3.6,True,9,regular|vegetarian,2,2,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Queijo, muçarela, light",non_identity_unreviewed,"Queijo, minas, frescal, light, Brasil",BRC0037N,"Queijo, minas, frescal, light, Brasil",True,923.0,699.0,3.6,True,80,regular|vegetarian,2,2,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Queijo, parmesão, ralado",non_identity_unreviewed,"Queijo, parmesão, ralado, Brasil",BRC0061G,"Queijo, parmesão, ralado, Brasil",True,876.0,597.0,4.1,True,30,vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Queijo, pasteurizado",non_identity_unreviewed,"Queijo, pasteurizado, Brasil",BRC0063G,"Queijo, pasteurizado, Brasil",True,876.0,592.0,4.1,True,1,vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Queijo, pasteurizado (média de diferentes amostras)",non_identity_unreviewed,"Queijo, pasteurizado (média de diferentes amostras), Brasil",BRC0062G,"Queijo, pasteurizado (média de diferentes amostras), Brasil",True,876.0,592.0,4.1,True,9,vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Queijo, prato",non_identity_unreviewed,"Queijo, tilsit",BRC0071G,"Queijo, tilsit",True,876.0,592.0,4.1,True,12,regular|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Queijo, requeijão (média de diferentes amostras)",non_identity_unreviewed,"Queijo, requeijão (média de diferentes amostras), Brasil",BRC0066G,"Queijo, requeijão (média de diferentes amostras), Brasil",True,400.0,262.0,1.4,True,37,regular|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Queijo, requeijão, zero % gordura",non_identity_unreviewed,"Queijo, requeijão, zero % gordura, Brasil",BRC0041N,"Queijo, requeijão, zero % gordura, Brasil",True,400.0,262.0,1.4,True,1,vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Queijo, ricota",non_identity_unreviewed,"Queijo, ricota, Brasil",BRC0051G,"Queijo, ricota, Brasil",True,400.0,262.0,1.4,True,34,regular|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Queijo, ricota, light",non_identity_unreviewed,"Queijo, ricota, light, Brasil",BRC0075N,"Queijo, ricota, light, Brasil",True,400.0,262.0,1.4,True,21,regular|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Quiabo, c/ casca, refogado (c/ óleo, cebola e alho), c/ sal",identity,"Quiabo, c/ casca, refogado (c/ óleo, cebola e alho), c/ sal",BRC0200B,"Quiabo, c/ casca, refogado (c/ óleo, cebola e alho), c/ sal",True,55.0,104.0,0.2,True,10,vegan,1,1,none,identity_match
"Quinoa, grão, cozida, s/ óleo, s/ sal",non_identity_unreviewed,"Quinoa, grão, cozida, s/ óleo, s/ sal (dado importado)",BRC0399A,"Quinoa, grão, cozida, s/ óleo, s/ sal (dado importado)",True,91.0,198.0,0.3,True,77,vegan|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Rabanete, c/ casca, cru",non_identity_unreviewed,"Rabanete, c/ casca, cru, Brasil",BRC0079B,"Rabanete, c/ casca, cru, Brasil",True,14.0,103.0,0.1,True,2,vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Repolho, branco, refogado (c/ óleo, cebola e alho), c/ sal",identity,"Repolho, branco, refogado (c/ óleo, cebola e alho), c/ sal",BRC0161B,"Repolho, branco, refogado (c/ óleo, cebola e alho), c/ sal",True,27.0,94.0,0.2,True,12,vegan|vegetarian,1,1,none,identity_match
"Repolho, cru",non_identity_unreviewed,"Repolho, roxo, cru, Brasil",BRC0080B,"Repolho, roxo, cru, Brasil",True,13.0,96.0,0.1,True,46,regular|vegan|vegetarian,2,2,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Repolho, roxo, cru",non_identity_unreviewed,"Repolho, roxo, cru, Brasil",BRC0080B,"Repolho, roxo, cru, Brasil",True,28.0,96.0,0.1,True,17,regular|vegan|vegetarian,2,2,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Risoto de cogumelos, c/ arroz polido, c/ sal",identity,"Risoto de cogumelos, c/ arroz polido, c/ sal",BRC0626A,"Risoto de cogumelos, c/ arroz polido, c/ sal",True,188.0,122.0,1.0,True,16,vegan|vegetarian,2,2,many_used_names_to_one_target|many_map_names_to_one_target,identity_match
"Risoto de legumes, c/ arroz polido, c/ sal",non_identity_unreviewed,"Risoto de cogumelos, c/ arroz polido, c/ sal",BRC0626A,"Risoto de cogumelos, c/ arroz polido, c/ sal",True,203.0,127.0,1.4,True,41,regular|vegan|vegetarian,2,2,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Rúcula, crua",non_identity_unreviewed,"Rúcula, crua, Brasil",BRC0081B,"Rúcula, crua, Brasil",True,35.0,121.0,0.2,True,10,regular|vegan|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Salada de frutas, c/ açúcar",identity,"Salada de frutas, c/ açúcar",BRC0188C,"Salada de frutas, c/ açúcar",True,74.0,65.0,0.6,True,56,regular|vegan|vegetarian,1,1,none,identity_match
"Salada de legumes, cozidos no vapor",identity,"Salada de legumes, cozidos no vapor",BRC0919B,"Salada de legumes, cozidos no vapor",True,109.0,89.0,0.7,True,34,regular|vegan|vegetarian,1,1,none,identity_match
"Salada, alface crespa, c/ óleo de soja, c/ sal",identity,"Salada, alface crespa, c/ óleo de soja, c/ sal",BRC0580B,"Salada, alface crespa, c/ óleo de soja, c/ sal",True,60.0,68.0,0.4,True,37,regular|vegan|vegetarian,1,1,none,identity_match
"Salada, beterraba cozida, c/ óleo de soja, c/ sal",identity,"Salada, beterraba cozida, c/ óleo de soja, c/ sal",BRC0489B,"Salada, beterraba cozida, c/ óleo de soja, c/ sal",True,33.0,113.0,0.2,True,22,regular|vegan|vegetarian,1,1,none,identity_match
"Salada, brócolis, cozido, c/ óleo de soja, c/ sal",identity,"Salada, brócolis, cozido, c/ óleo de soja, c/ sal",BRC0640B,"Salada, brócolis, cozido, c/ óleo de soja, c/ sal",True,59.0,102.0,0.3,True,6,vegetarian,1,1,none,identity_match
"Salada, couve-flor, cozida, c/ óleo de soja, c/ sal",identity,"Salada, couve-flor, cozida, c/ óleo de soja, c/ sal",BRC0569B,"Salada, couve-flor, cozida, c/ óleo de soja, c/ sal",True,56.0,111.0,0.3,True,2,regular|vegetarian,1,1,none,identity_match
"Salada, folhas e vegetais, c/ óleo de soja e c/ sal",non_identity_unreviewed,"Salada, folhas e vegetais, c/ óleo de soja, c/ sal",BRC0404B,"Salada, folhas e vegetais, c/ óleo de soja, c/ sal",True,121.0,163.0,1.0,True,33,regular|vegan|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Salada, folhas, c/ óleo de soja, c/ sal",identity,"Salada, folhas, c/ óleo de soja, c/ sal",BRC0398B,"Salada, folhas, c/ óleo de soja, c/ sal",True,46.0,92.0,0.4,True,5,vegetarian,1,1,none,identity_match
"Salada, legumes cozidos, c/ óleo de soja, c/ sal",identity,"Salada, legumes cozidos, c/ óleo de soja, c/ sal",BRC0370B,"Salada, legumes cozidos, c/ óleo de soja, c/ sal",True,79.0,103.0,0.8,True,16,vegan|vegetarian,1,1,none,identity_match
"Salada, palmito, c/ óleo de soja, c/ sal",identity,"Salada, palmito, c/ óleo de soja, c/ sal",BRC0609B,"Salada, palmito, c/ óleo de soja, c/ sal",True,105.0,252.0,0.7,True,9,regular|vegetarian,1,1,none,identity_match
"Salada, pepino, c/ óleo de soja, c/ sal",identity,"Salada, pepino, c/ óleo de soja, c/ sal",BRC0523B,"Salada, pepino, c/ óleo de soja, c/ sal",True,62.0,122.0,0.5,True,10,regular|vegetarian,1,1,none,identity_match
"Salada, repolho, branco, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",identity,"Salada, repolho, branco, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",BRC0186B,"Salada, repolho, branco, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",True,25.0,97.0,0.2,True,31,regular|vegan|vegetarian,1,1,none,identity_match
"Salada, tomate, c/ óleo de soja, c/ sal",identity,"Salada, tomate, c/ óleo de soja, c/ sal",BRC0558B,"Salada, tomate, c/ óleo de soja, c/ sal",True,81.0,62.0,0.3,True,21,regular|vegetarian,1,1,none,identity_match
"Salada, vegetais crus, s/ óleo, s/ sal",identity,"Salada, vegetais crus, s/ óleo, s/ sal",BRC0427B,"Salada, vegetais crus, s/ óleo, s/ sal",True,58.0,30.0,0.1,True,3,vegan|vegetarian,1,1,none,identity_match
"Sanduíche, pão francês, c/ manteiga",identity,"Sanduíche, pão francês, c/ manteiga",BRC0418A,"Sanduíche, pão francês, c/ manteiga",True,350.0,195.0,3.8,True,1,regular,1,1,none,identity_match
"Sanduíche, queijo quente, pão francês, c/ queijo muçarela e manteiga",non_identity_unreviewed,"Sanduíche, queijo quente, pão francês, c/ queijo muçarela, c/ manteiga",BRC0280A,"Sanduíche, queijo quente, pão francês, c/ queijo muçarela, c/ manteiga",True,487.0,420.0,2.8,True,2,regular,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Semente de abóbora, inteira, torrada, s/ óleo, s/ sal",identity,"Semente de abóbora, inteira, torrada, s/ óleo, s/ sal",BRC0024U,"Semente de abóbora, inteira, torrada, s/ óleo, s/ sal",True,63.0,685.0,0.6,True,59,vegan|vegetarian,1,1,none,identity_match
"Semente de girassol, torrada, s/ óleo, s/ sal",identity,"Semente de girassol, torrada, s/ óleo, s/ sal",BRC0025U,"Semente de girassol, torrada, s/ óleo, s/ sal",True,63.0,325.0,0.6,True,89,regular|vegan|vegetarian,1,1,none,identity_match
"Soja, extrato, bebida (média de diferentes sabores)",non_identity_unreviewed,"Soja, extrato, bebida (média de diferentes sabores), Brasil",BRC0042T,"Soja, extrato, bebida (média de diferentes sabores), Brasil",True,79.0,1154.0,5.8,True,17,vegan,2,2,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Soja, extrato, bebida, natural (média de diferentes amostras)",non_identity_unreviewed,"Soja, extrato, bebida (média de diferentes sabores), Brasil",BRC0042T,"Soja, extrato, bebida (média de diferentes sabores), Brasil",True,94.0,41.0,5.8,True,76,vegan,2,2,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Soja, extrato, solúvel, em pó",non_identity_unreviewed,"Soja, extrato, solúvel, em pó, Brasil",BRC0048T,"Soja, extrato, solúvel, em pó, Brasil",True,89.0,385.0,5.8,True,8,vegan,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Soja, grão, cozido, drenado, c/ sal",non_identity_unreviewed,"Soja, grão, cozido, drenado, s/ óleo, c/ sal",BRC0148T,"Soja, grão, cozido, drenado, s/ óleo, c/ sal",True,34.0,76.0,0.2,True,33,vegan|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Soja, proteína, texturizada, hidratada (c/ caldo de legumes), refogada, c/ óleo, cebola e alho, c/ sal",non_identity_unreviewed,"Soja, proteína, texturizada, hidratada (c/ caldo de legumes), refogada, c/ óleo de soja, cebola e alho, c/ sal, Brasil",BRC0169T,"Soja, proteína, texturizada, hidratada (c/ caldo de legumes), refogada, c/ óleo de soja, cebola e alho, c/ sal, Brasil",True,103.0,92.0,0.2,True,112,vegan|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Soja, tofu",non_identity_unreviewed,"Óleo, soja, frito",BRC0048D,"Óleo, soja, frito",True,156.0,259.0,0.5,True,92,regular|vegan|vegetarian,2,2,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Sopa, abóbora, cabotian (japonesa), c/ sal",identity,"Sopa, abóbora, cabotian (japonesa), c/ sal",BRC0268B,"Sopa, abóbora, cabotian (japonesa), c/ sal",True,102.0,62.0,0.1,True,7,regular|vegetarian,1,1,none,identity_match
"Sopa, carne bovina, c/ macarrão, c/ vegetais, c/ sal",identity,"Sopa, carne bovina, c/ macarrão, c/ vegetais, c/ sal",BRC0959F,"Sopa, carne bovina, c/ macarrão, c/ vegetais, c/ sal",True,1156.0,729.0,4.3,True,1,regular,1,1,none,identity_match
"Sopa, feijão, preto, c/ macarrão, c/ sal",identity,"Sopa, feijão, preto, c/ macarrão, c/ sal",BRC0129T,"Sopa, feijão, preto, c/ macarrão, c/ sal",True,167.0,126.0,0.4,True,25,regular|vegetarian,1,1,none,identity_match
"Sopa, feijão, preto, c/ sal",identity,"Sopa, feijão, preto, c/ sal",BRC0127T,"Sopa, feijão, preto, c/ sal",True,160.0,133.0,0.4,True,7,vegan,1,1,none,identity_match
"Sopa, legumes, c/ sal",identity,"Sopa, legumes, c/ sal",BRC0272B,"Sopa, legumes, c/ sal",True,136.0,70.0,0.2,True,19,regular|vegetarian,1,1,none,identity_match
"Sopa, peito de frango, c/ vegetais, c/ sal",identity,"Sopa, peito de frango, c/ vegetais, c/ sal",BRC0499F,"Sopa, peito de frango, c/ vegetais, c/ sal",True,282.0,221.0,1.1,True,1,regular,1,1,none,identity_match
Strogonoff de soja,identity,Strogonoff de soja,BRC0171T,Strogonoff de soja,True,157.0,87.0,0.5,True,33,vegan,1,1,none,identity_match
"Suco natural, abacaxi, s/ açúcar",identity,"Suco natural, abacaxi, s/ açúcar",BRC0109C,"Suco natural, abacaxi, s/ açúcar",True,14.0,8.0,0.3,True,70,regular|vegan|vegetarian,1,1,none,identity_match
"Suco natural, acerola, s/ açúcar",identity,"Suco natural, acerola, s/ açúcar",BRC0149C,"Suco natural, acerola, s/ açúcar",True,14.0,93.0,0.1,True,3,regular,1,1,none,identity_match
"Suco natural, goiaba, vermelha, s/ açúcar",identity,"Suco natural, goiaba, vermelha, s/ açúcar",BRC0121C,"Suco natural, goiaba, vermelha, s/ açúcar",True,7.0,77.0,0.4,True,13,vegan|vegetarian,1,1,none,identity_match
"Suco natural, laranja, mamão, pera e maçã, s/ açúcar",non_identity_unreviewed,"Suco natural, laranja, mamão, pera e maçã, c/ açúcar",BRC0130C,"Suco natural, laranja, mamão, pera e maçã, c/ açúcar",True,41.0,59.0,0.6,True,7,regular|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Suco natural, manga, s/ açúcar",identity,"Suco natural, manga, s/ açúcar",BRC0141C,"Suco natural, manga, s/ açúcar",True,5.0,50.0,0.3,True,10,vegan,1,1,none,identity_match
"Suco natural, melancia, c/ açúcar",identity,"Suco natural, melancia, c/ açúcar",BRC0208C,"Suco natural, melancia, c/ açúcar",True,93.0,32.0,0.6,True,18,vegan|vegetarian,1,1,none,identity_match
"Suco natural, melão, s/ açúcar",identity,"Suco natural, melão, s/ açúcar",BRC0145C,"Suco natural, melão, s/ açúcar",True,56.0,15.0,0.4,True,14,regular|vegan,1,1,none,identity_match
"Suco natural, morango, s/ açúcar",identity,"Suco natural, morango, s/ açúcar",BRC0147C,"Suco natural, morango, s/ açúcar",True,35.0,32.0,0.1,True,10,vegan,1,1,none,identity_match
"Suco, clorofila",non_identity_unreviewed,"Suco, clorofila, s/ açúcar, Brasil",BRC0198C,"Suco, clorofila, s/ açúcar, Brasil",True,14.0,41.0,0.2,True,4,vegan,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Suco, laranja, s/ açúcar",non_identity_unreviewed,"Suco, laranjada, c/ açúcar",BRC0108C,"Suco, laranjada, c/ açúcar",True,65.0,52.0,1.1,True,255,regular|vegan|vegetarian,2,2,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Suco, laranjada, c/ açúcar",identity,"Suco, laranjada, c/ açúcar",BRC0108C,"Suco, laranjada, c/ açúcar",True,18.0,28.0,0.3,True,3,vegetarian,2,2,many_used_names_to_one_target|many_map_names_to_one_target,identity_match
"Suco, limonada), s/ açúcar",non_identity_unreviewed,"Suco, limonada, s/ açúcar",BRC0161C,"Suco, limonada, s/ açúcar",True,20.0,1.0,2.1,True,1,vegan,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Suflê, cenoura, c/ molho branco, c/ sal",identity,"Suflê, cenoura, c/ molho branco, c/ sal",BRC0616A,"Suflê, cenoura, c/ molho branco, c/ sal",True,203.0,157.0,1.1,True,9,vegetarian,1,1,none,identity_match
Tahini (pasta de gergelim),non_identity_unreviewed,Tahini (pasta de gergelim) (dado importado),BRC0023U,Tahini (pasta de gergelim) (dado importado),True,205.0,447.0,6.6,True,71,vegan,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Taioba, folha, cozida, drenada, s/ óleo, c/ sal",identity,"Taioba, folha, cozida, drenada, s/ óleo, c/ sal",BRC0238B,"Taioba, folha, cozida, drenada, s/ óleo, c/ sal",True,23.0,68.0,0.8,True,1,vegetarian,1,1,none,identity_match
"Tangerina, Ponkã, in natura",non_identity_unreviewed,"Tangerina, Ponkã,in natura, Brasil",BRC0032C,"Tangerina, Ponkã,in natura, Brasil",True,78.0,73.0,0.7,True,48,regular|vegan|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Tapioca, c/ leite condensado e coco",non_identity_unreviewed,"Tapioca*, c/ leite condensado** e coco, Brasil",BRC0839B,"Tapioca*, c/ leite condensado** e coco, Brasil",True,350.0,269.0,1.3,True,2,vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
